YEAR,ID,TYPE,ARCHITECTURE,TECHNOLOGY,TITLE,ABSTRACT,AUTHORS,COMMENTS,Csamp [pF],AREA [mm^2],SNDR_lf [dB],fin_hf,SNDR_hf [dB],SNR [dB],DR [dB],-THD [dB],SFDR [dB],SNDR,P [W],fs [Hz],OSR,fsnyq_w,fsnyq,FOMW_lf [fJ/conv-step],FOMW_hf,FOMS_lf [dB],FOMS_hf [dB],FOMW_hf/fsnyq,"FOMS,hf+10log(fsnyq)"
2015,18.2,OS,"SDCT, VCO",0.065,A 54mW 1.2GS/s 71.5dB SNDR 50MHz BW VCO-Based CT ?? ADC Using Dual Phase/Frequency Feedback in 65nm CMOS,,"K. Reddy, S. Dey, S. Rao, B. Young, P. Prabha and P. K. Hanumolu", ,,0.5,,5.00E+07,71.5,71.7,72,,90,71.5,5.40E-02,1.20E+09,12,1.00E+08,5.40E+02,,175.8,,161.2,1.76E-06,241.17
2015,18.3,OS,SDCT,0.13,A 7.2 mW 75.3 dB SNDR 10 MHz BW CT Delta-Sigma Modulator Using Gm-C-Based Noise-Shaped Quantizer and Digital Integrator,"A 3rd order continuous-time delta-sigma modulator using a Gm-C based noise-shaped integrating quantizer (NSIQ) with a digital back-end integrator is presented in this paper. By incorporating the back-end digital integrator, the conventional tradeoff between resolution and speed in time-based quantization is alleviated. Therefore by using only three clock edges and a low-power Gm-C, effective 4-bit quantization is achieved which also provides first order noise-shaping. The zero-crossing comparator is replaced by a preamplifier and three latches. The proposed modulator was fabricated in a 0.13?m CMOS process with an active area of 0.08mm2. It operates at 640 MHz and achieves a peak SNDR of 75.3 dB and a peak SFDR of 94.1 dB in a 10 MHz bandwidth while consuming 7.2 mW from a 1.2V power supply.","T. Kim, C. Han and N. Maghari",VDD=1.2V,,0.08,,1.00E+07,75.3,75.5,78.5,,94.1,75.3,7.20E-03,6.40E+08,32,2.00E+07,3.60E+02,,75.7,,166.7,3.78E-06,239.74
2015,18.4,OS,SDCT,0.016,A 16nm FinFet 19/39MHz 78/72dB DR Noise-Injected Aggregated CTSDM ADC for Configurable LTE Advanced CCA/NCCA Application,"A 39MHz bandwidth (BW) CTSDM ADC realized by aggregating two 19MHz BW CTSDM ADCs with a noise-injected technique is presented. The in-band noise is improved by 4.77dB by this technique. The ADC samples at 832MS/s, achieves 72dB DR in 39MHz BW and 78dB DR in 19MHz BW. This aggregated ADC is implemented in 16-nm FinFet technology with 0.23 mm2 active area and 6.2 mW per ADC, and thereby achieves FoMDR of 167.1dB in 39MHz BW, and FoMDR of 173.4dB in 19MHz BW.","T.-K. Kao, P. Chen, J.-Y. Tsai and P.-C. Chiu", ,,0.23,,3.90E+07,67.7,,78.5,,,67.7,1.24E-02,8.32E+08,11,7.80E+07,1.59E+02,,80.2,,162.7,1.03E-06,241.6
2015,18.5,OS,SDCT,0.04,A 10/20/30/40 MHz Feed-Forward FIR DAC Continuous-Time ?? ADC with Robust Blocker Performance for Radio Receivers,"The first (single-bit) feed-forward (FF) FIR DAC continuous-time (CT)-?? ADC is presented for cellular radio applications. It provides a robust loop delay compensation with no performance degradation in the presence of radio out-of-band blockers; a known drawback of FF CT-?? ADCs. At 20/30/40 MHz operation, the FOM is less than or equal to 36 fJ/conv. At 10 MHz operation, the FOM is 50 fJ/conv. The equivalent FOM for a 20-MHz-only design is 28 fJ/conv. It occupies 0.0194 mm2 in 40 nm CMOS.","S. Loeda, J. Harrison, F. Pourchet and A. Adams",Data for 40MHz,,0.0194,,4.00E+07,66.9,,67.8,,,66.9,5.25E-03,2.40E+09,30,8.00E+07,6.56E+01,,36.3,,165.7,4.54E-07,244.75
2015,21.1,OS,SDCT,0.065,A 0.7 V 256 ?W ?? Modulator with Passive RC Integrators Achieving 76 dB DR in 2 MHz BW,"A continuous-time (CT) delta-sigma modulator (??M), with 27.5 fJ/conv.-step energy efficiency, employing passive RC integrators is proposed. A simple differential pair is incorporated in the loop-filter between each passive RC integrator and, the extra required gain in the loop is obtained in the comparator. Due to the many design issues, such as the trade-off between RC variations and loop stability, the modulator is optimized using genetic algorithms (GAs). The 65 nm CMOS ??M, occupying only 0.013 mm2, dissipates 256 ?W from a 0.7 V supply and achieves a peak SNDR of 69.1 dB with 2 MHz bandwidth (BW). The dynamic range (DR) reaches 76.2 dB, which corresponds to a FoMSchreier of 175.1 dB.","J. L. A. de Melo, J. Goes and N. Paulino",VDD = 0.7V,,0.013,,2.00E+06,69.1,,76.2,,,69.1,2.56E-04,3.20E+08,80,4.00E+06,6.40E+01,,27.5,,168,6.87E-06,234.05
2015,21.2,OS,SDCT,0.028,"A 13-ENOB, 5 MHz BW, 3.16 mW Multi-Bit Continuous-Time ?? ADC in 28 nm CMOS with Excess-Loop-Delay Compensation Embedded in SAR Quantizer","A 13-ENOB, 5 MHz BW, 3.16 mW 3-bit continuous-time ?? ADC sampling at 432 MHz is presented. For power efficiency, this design utilizes a hybrid feedback feed-forward loop topology with SAR quantizer, feed-forward compensated amplifiers, and push-pull DACs. Further power efficiency is gained by performing excess-loop-delay compensation (ELDC) using the SAR quantizer SC-DAC, which reduces power overhead from ELDC to a negligible level. A 94 dB SFDR is achieved through feedback-DAC calibration. The 0.066 mm2 design is fabricated in 28 nm CMOS and achieves FoMs of 36.4 fJ/step and 175.9 dB.","G. Wei, P. Shettigar, F. Su, X. Yu and T. Kwan",VDD = 0.9/1.8V,,0.066,,5.00E+06,80.5,,83.9,,94,80.5,3.16E-03,4.32E+08,43,1.00E+07,3.16E+02,,36.5,,172.5,3.65E-06,242.49
2015,21.3,OS,SDCT,0.065,A Low-Power Gm-C-Based CT-?? Audio-Band ADC in 1.1V 65nm CMOS,"A low power CT-?? is presented which achieves 92dBA of dynamic range while consuming only 110?A from a 1.1V supply in 65nm. The ADC exploits the inherent virtual ground of the ?? loop to enable low power Gm-C integrators, and a simplified excess loop-delay compensation scheme. A common-mode feedback circuit which enables low voltage operation is also presented.","I. Ahmed, J. Cherry, A. Hasan, A. Nafee, D. Halupka, Y. Allasasmeh and M. Snelgrove",VDD = 1.1V,,0.6,,2.40E+04,85,,88,,,85,1.21E-04,3.07E+06,64,4.80E+04,2.52E+03,,173.4,,168,3.61E-03,214.79
2016,3.1,OS,SAR,0.028,"A 97.99 dB SNDR, 2 kHz BW, 37.1 ?W Noise-Shaping SAR ADC with Dynamic Element Matching and Modulation Dither Effect","A 97.99 dB SNDR, 2 kHz bandwidth noise-shaping SAR ADC was fabricated in 28 nm CMOS process. By integrating residue of 12 bit SAR AD conversion with 3rd order integrator, ? modulation is achieved and noise floor of AD conversion is shaped. Distortion due to mismatch of capacitive DAC is eliminated by introducing dynamic element matching (DEM) technique and by utilizing modulation dither effect. The ADC consumes 37.1 ?W with 100 kHz sampling speed and achieves Schreier’s figure of merit (FoMs) of 175.3 dB.","K. Obata, K. Matsukawa, T. Miki, Y. Tsukamoto and K. Sushihara",VDD=1.55/0.75V,,0.116,,2.00E+03,98,98.57,,,111.8,98,3.71E-05,1.00E+05,25,4.00E+03,9.28E+03,,143,,175.3,3.57E-02,211.33
2016,3.2,OS,Incremental,0.18,A 35?W 96.8dB SNDR 1 kHz BW Multi-Step Incremental ADC Using Multi-Slope Extended Counting with a Single Integrator,"A multi-step incremental ADC (IADC) with multi-slope extended counting is presented. In the proposed IADC, the accuracy is enhanced by reconfiguring it as a multi-slope ADC in two additional steps. For the same accuracy, the conversion cycle is shortened by a factor of about 29 as compared to the single-step IADC. Fabricated in 0.18-?m CMOS process, the prototype ADC operates at 642 kHz and achieves a peak SNDR = 96.8 dB and DR = 99.7 dB over a 1 kHz bandwidth. The power consumption is 35 ?W, which results in an excellent Schreier FoM of 174.6 dB.","Y. Zhang, C.-H. Chen, T. He and G. C. Temes",VDD = 1.5V,,0.5,,1.00E+03,96.8,,99.7,,,96.8,3.46E-05,6.42E+05,321,2.00E+03,1.73E+04,,305.9,,171.4,1.53E-01,204.42
2016,3.3,OS,"SAR, VCO",0.04,A 18.5?fJ/step VCO?Based 0?1 MASH DS ADC with Digital Background Calibration,A scaling-friendly and energy-efficient 0-1 MASH ?? ADC is proposed in this work. An 8b SAR is used as the 1st stage for coarse quantization. A ring VCO is used as the 2nd stagefor fine quantization. The proposed ADC uses digital background calibration to track VCO gain variation across PVT. A 40nm CMOS prototype achieves a Walden FoM of 18.5 fJ/conv-step while operating from 1.1V supply.,"A. Sanyal, N. Sun",VDD = 1.1V,,0.03,,1.00E+06,74.3,,,,,74.3,3.50E-04,3.60E+07,9,4.00E+06,8.75E+01,,20.6,,171.9,5.16E-06,237.89
2016,3.4,OS,SDCT,0.065,"A 13.3mW 60MHz Bandwidth, 76dB DR 6GS/s CTDS M with Time Interleaved FIR Feedback","We present a wideband single-bit CT?M that uses a 2x time-interleaved quantizer and FIR DAC. Time interleaving reduces power dissipation and regeneration errors of the FIR DAC when compared to a full rate implementation. Fabricated in a low leakage 65nm CMOS, the prototype modulator operates at 6 GS/s and achieves 67.6/76 dB SNDR/DR in a 60 MHz bandwidth while consuming 13.3 mW. The FoM is 56.5 fJ/conv-step.","A.Jain, S.Pavan",VDD = 1.4V,,0.07,,1.99E+07,67.6,68.8,76,,77.4,67.6,1.33E-02,6.00E+09,50,1.20E+08,1.11E+02,,56.5,,164.1,4.71E-07,244.93
2016,5.4,NQ,"SAR, TI",0.016,A 56Gb/s PAM4 Wireline Transceiver using a 32-way Time-Interleaved SAR ADC in 16nm FinFET,"A 56Gb/s PAM4 wireline transceiver testchip is implemented in 16nm FinFET. The CML transmitter incorporates an auxiliary current injection at the output nodes to maintain PAM4 amplitude linearity. The receiver consists of continuous-time linear equalizers with constant DC-gain and a 28GSa/s 32-way time-interleaved SAR ADC. The transceiver achieves 1e-8 BER over a backplane channel with 25dB loss at 14GHz while consuming 550mW power, excluding DSP.","Yohan Frans, Mohamed Elzeftawi, Hiva Hedayati, Jay Im, Vassili Kireev, Toan Pham, Jaewook Shin, Parag Upadhyaya, Lei Zhou, Santiago Asuncion, Chris Borrelli, Geoff Zhang, Hongtao Zhang, Ken Chang",VDD= 0.9V,,,40.9,1.40E+10,31.5,,,,39.1,31.5,2.80E-01,2.80E+10,1,2.80E+10,1.00E+01,110.4,325.7,147.9,138.5,1.16E-08,242.96
2016,8.4,NQ,SAR,0.13,Multi-modal Smart Bio-sensing SoC Platform with >80dB SNR 35?A PPG RX Chain,"A multi-modal analog front end (AFE) and ultra-low energy bio-sensing CMOS SoC is presented. System/ circuit techniques enable signal path duty cycles as low as sub-1% and result in a 35?A Photo Plethysmography (PPG) RX Chain – 5X lower than published state of the art – while maintaining overall SNR > 80dBFS. The signal chain is adaptively synchronized by an ultra-low power FSM and includes a 1.3?W 14b 1kSPS SAR A/D. Input signal-aware, real-time data path adaptation is achieved by leveraging on-the-fly algorithms running on an external microcontroller (?C) to further reduce system energy. A programmable, asynchronous capacitive reset amplifier (PARCA) with NEF of 4.8 and dx/dt analog feature extractor demonstrate energy efficient ECG capture. A battery-powered, Bluetooth low energy (BLE) based, wearable platform with simultaneous ECG and PPG acquisition using this AFE has been demonstrated.","Ajit Sharma, Seung Bae Lee, Arup Polley, Sriram Narayanan, Wen Li, Terry Sculley, Srinath Ramaswamy",VDD=1.5V,,,,5.00E+02,75,,,,,75,1.30E-06,1.00E+03,1,1.00E+03,1.30E+03,,282.9,,160.9,2.83E-01,190.85
2016,13.3,OS,SDSC,0.065,A 16-channel Noise-Shaping Machine Learning Analog-Digital Interface,"A 16-channel machine learning digitizing interface embeds Inner-Product calculation within a Delta-Sigma Modulator (IPDSM) array canceling quantization noise and noise shaping the multiplicand. The prototype, with 16 independent IPDSM channels occupies a core area of 0.95mm2 in 65 nm CMOS. Each channel performs up to 100M multiplications/s. The system is demonstrated with a standard machine learning scheme for image recognition. It achieves the same classification accuracy for the MNIST set of hand-written digits as with the same algorithm on floating point DSP.","Fred N. Buhler, Adam E. Mendrela, Yong Lim, Jeffrey A. Fredenburg and Michael P. Flynn", ,,0.0594,,1.00E+05,69.1,,,,,69.1,2.41E-04,1.00E+08,500,2.00E+05,1.21E+03,,517.2,,155.3,2.59E-03,208.29
2016,15.1,NQ,"SAR, TI",0.065,A 12-bit 1.6 GS/s Interleaved SAR ADC with Dual Reference Shifting and Interpolation Achieving 17.8 fJ/conv-step in 65nm CMOS,"A 12-bit SAR ADC architecture with dual reference shifting and interpolation technique has been proposed and implemented with 8-way time interleaving in 65nm CMOS. The proposed technique converts 4 bits per SAR conversion cycle with reduced overhead, which is a key to achieve both high speed and resolution while maintaining low power consumption. The measured peak SNDR is 72dB and remains above 65.3dB at 1-GHz input frequency at sample rate of 1.6 GS/s. It achieves a record power efficiency of 17.8fJ/conv-step among the recently published high-speed/resolution ADCs.","Jae-Won Nam, Mohsen Hassanpourghadi, Aoyang Zhang, and Mike Shuo-Wei Chen",VDD=1.1/1.2V,,0.9,72.1,1.00E+09,65,,,,72.1,65,3.77E-02,1.60E+09,1,1.60E+09,2.36E+01,7.2,16.2,175.4,168.3,1.01E-08,260.31
2016,15.2,NQ,"Pipe, SAR, TI",0.028,A 14.6mW 12b 800MS/s 4×Time-Interleaved Pipelined SAR ADC achieving 60.8dB SNDR with Nyquist input and sampling timing skew of 60fsrms without calibration,"A 12b time-interleaved pipelined SAR ADC is presented. The proposed sampling circuit makes timing skew immune to mismatch of control circuit for time interleaving and reduces the main mismatch source to only sampling switch to achieve very low sampling skew of 60fsrms without calibration. MDAC transfer curve of pipeline stage is folded and OP output is kept half without degrading its gain and bandwidth by the proposed MDAC. The proposed OP loading reset scheme also enhances the settling speed without sacrificing ADC conversion time. Operating at 800MS/s, this ADC consumes 14.6mW from 1V supply and achieves SNDR of 60.8dB with Nyquist input.",Yuan-Ching Lien,VDD= 1V,,0.0928,62.2,4.00E+08,60.8,,,,76,60.8,1.46E-02,8.00E+08,1,8.00E+08,1.83E+01,17.3,20.4,166.6,165.2,2.55E-08,254.21
2016,15.3,NQ,SAR,0.04,"An Oscillator Collapse-Based Comparator with Application in a 74.1dB SNDR, 20KS/s 15b SAR ADC","This paper presents a new energy-efficient ring oscillator collapse-based comparator, which is demonstrated in a 15-bit SAR ADC. The comparator automatically adjusts comparison energy according to its input difference without any control, eliminating unnecessary energy spent on coarse comparisons. The employed SAR ADC supplements a 10-bit differential main CDAC with a 5-bit common-mode CDAC. This offers an additional 5 bits of resolution with common mode to differential gain tuning that improves linearity by reducing the effect of switch parasitic capacitance. A test chip fabricated in 40nm CMOS shows 74.12 dB SNDR and 173.4 dB FOMs. The comparator consumes 104 nW with the full ADC consuming 1.17 ?W.","Minseob Shim, Seokhyeon Jeong, Paul Myers, Suyoung Bang, Chulwoo Kim, Dennis Sylvester, David Blaauw and Wanyeong Jung", ,,0.315,,1.00E+04,74.1,,,,95.1,74.1,1.17E-06,2.00E+04,1,2.00E+04,5.85E+01,,14.1,,173.4,7.04E-04,216.45
2016,15.4,NQ,SAR,0.09,A 0.44fJ/conversion-step 11b 600KS/s SAR ADC with Semi-Resting DAC,"A 0.3V 600KS/s 11b SAR ADC with semi-resting (SR) DAC, cascade-input (CI) comparator, and double rail-to-rail input range is implemented in 90nm CMOS. The SR DAC consumes only 6-13.5% switching energy of the state-of-the art works. The CI comparator consumes only 49% of power and 66% of decision time with an x3 front-stage gain boost. The prototype achieves a SNDR of 58.7dB, an ENOB of 9.46b, a power of 187nW, and a resulting FoM of 0.44fJ/conv.-step.","Sung-En Hsieh, Chih-Cheng Hsieh",VDD= 0.3V,,0.035,,3.00E+05,58.7,,,,70,58.7,1.87E-07,6.00E+05,1,6.00E+05,3.12E-01,,0.4,,180.8,7.38E-07,238.54
2016,16.2,NQ,Flash,0.028,A 125 mW 8.5-11.5 Gb/s Serial Link Transceiver with a Dual Path 6-bit ADC/5-tap DFE Receiver and a 4-tap FFE Transmitter in 28 nm CMOS,"This paper describes an 8.5-11.5 Gb/s transceiver with a dual path receiver and a voltage-mode transmitter. The RX can operate either in ADC mode for complex loss channels such as optical multimode fiber or in DFE mode for copper-based backplane links. The ADC path implements a 2X interleaved 6-bit rectifying flash ADC using a programmable gain amplifier (PGA) with controlled bandwidth and peaking, comparator pipelining, and super-source follower circuit techniques. The LRM optical sensitivity requirements are met with a > 6 dB margin while achieving an ENOB of 4.59 bits at a 5 GHz input frequency. The TX/RX DFE path achieves copper channel loss compensation of 38 dB with BER < 10-12 at 11.5 Gb/s consuming 46mW from a 0.9V supply. The TX/RX ADC path consumes 125 mW at 10.3125 Gb/s. The TX/RX occupies 0.56 mm2 in a 28nm standard CMOS process.","Bharath Raghavan, Aida Varzaghani, Lakshmi Rao, Henry Park, Xiaochen Yang, Zhi Huang, Yu Chen, Rama Kattamuri, Chunhui Wu, Bo Zhang, Jun Cao, Afshin Momtaz, and Namik Kocaman",VDD=0.9V,,,30.7,5.00E+09,29.4,,,,,29.4,9.50E-02,1.03E+10,1,1.03E+10,9.21E+00,330.7,382.5,138,136.7,3.71E-08,236.87
2016,19.1,NQ,"SAR, TI",0.028,A 23mW 24GS/s 6b Time-Interleaved Hybrid Two-Step ADC in 28nm CMOS,"We present a power- and area-efficient 24GS/s, 6b, 16-way time-interleaved (TI) ADC array, featuring a voltage-time (v/t) hybrid two-step structure for high-speed and low-power operation, a crosstalk-free SAR DAC topology and a non-hierarchical sampling frontend obviating reference and input buffers, respectively, for power and area savings. Background timingskew calibration via dithering a reference ADC is also reported. Fabricated in 28nm CMOS, the prototype ADC array consumes 23mW at 24GS/s and measures an SNDR/SFDR of 35/54dB for a low-frequency input and 29/41dB for a Nyquist input, respectively. The core area of the ADC is 0.03mm2.","Benwei Xu, Yuan Zhou, and Yun Chiu",VDD=0.85/0.95V,0.256,0.03,35,1.20E+10,29,,,,41,29,2.30E-02,2.40E+10,1,2.40E+10,9.58E-01,20.9,41.6,152.2,146.2,1.73E-09,249.98
2016,19.2,NQ,"SAR, TI",0.016,A 8.2-mW 10-b 1.6-GS/s 4× TI SAR ADC with Fast Reference Charge Neutralization and Background Timing-Skew Calibration in 16-nm CMOS,"This paper presents a 4-way 1.6-GS/s time-interleaved (TI) SAR ADC with fast reference charge neutralization (CN) and background timing-skew calibration. The SAR sub-ADC uses a flip-flop-less digital control unit to achieve 400MS/s operation. The prototype in 16-nm CMOS occupies an active area of 0.023 mm2. From a 0.95-V supply, the power consumption is 8.2 mW at 1.6 GS/s. The peak SNDR is 55 dB and HF FOM is 19 fJ/conversion-step.","Ying-Zu Lin, Chih-Hou Tsai, Shan-Chih Tsou, Chao-Hsin Lu",VDD= 0.95V,,0.023,55,7.00E+08,50.3,,,,61,50.3,8.20E-03,1.60E+09,1,1.60E+09,5.13E+00,11.2,19.2,164.9,160.2,1.20E-08,252.23
